date, pm25
2015-12-13,157
2015-12-15,160
2015-12-17,158
2015-12-18,164
2015-12-19,170
2015-12-20,173
2015-12-21,167
2015-12-22,172
2015-12-23,168
2015-12-24,157
2015-12-25,153
2015-12-26,93
2015-12-27,119
2015-12-28,144
2016-01-02,152
2015-07-02,77
2015-07-03,78
2015-07-04,92
2015-07-05,78
2015-07-06,79
2015-07-07,86
2015-07-08,82
2015-07-09,65
2015-07-10,46
2015-07-11,52
2015-07-12,58
2015-07-13,69
2015-07-14,71
2015-07-15,65
2015-07-16,71
2015-07-17,70
2015-07-18,68
2015-07-19,65
2015-07-20,57
2015-07-21,67
2015-07-22,68
2015-07-23,65
2015-07-24,57
2015-07-25,62
2015-07-26,39
2015-07-27,38
2015-07-30,59
2015-07-31,59
2015-08-01,5
2015-08-02,28
2015-08-03,30
2015-08-05,63
2015-08-06,67
2015-08-07,68
2015-08-08,65
2015-08-09,67
2015-08-10,63
2015-08-11,50
2015-08-12,64
2015-08-13,73
2015-08-14,70
2015-08-15,61
2015-08-16,46
2015-08-17,46
2015-08-22,34
2015-08-23,52
2015-08-24,58
2015-08-25,59
2015-08-26,59
2015-08-28,55
2015-08-29,58
2015-08-30,62
2015-08-31,63
2015-09-01,57
2015-09-02,58
2015-09-03,50
2015-09-04,46
2015-09-05,49
2015-09-06,38
2015-09-07,38
2015-09-08,38
2015-09-09,55
2015-09-10,60
2015-09-11,53
2015-09-12,64
2015-09-13,67
2015-09-14,50
2015-09-15,38
2015-09-16,45
2015-09-17,54
2015-09-18,71
2015-09-19,53
2015-09-20,46
2015-09-21,30
2015-09-22,55
2015-09-23,67
2015-09-24,57
2015-09-25,50
2015-09-26,67
2015-09-27,65
2015-09-28,65
2015-09-29,57
2015-09-30,50
2015-10-01,50
2015-04-02,34
2015-04-03,45
2015-04-04,58
2015-04-05,60
2015-04-06,46
2015-04-07,42
2015-04-08,49
2015-04-09,74
2015-04-10,96
2015-04-11,108
2015-04-12,73
2015-04-13,61
2015-04-14,73
2015-04-15,70
2015-04-16,77
2015-04-17,98
2015-04-18,75
2015-04-19,74
2015-04-22,63
2015-04-23,61
2015-04-24,61
2015-04-26,78
2015-04-27,78
2015-04-29,34
2015-04-30,45
2015-05-01,42
2015-05-02,64
2015-05-03,57
2015-05-04,57
2015-05-11,42
2015-05-12,60
2015-05-13,61
2015-05-14,78
2015-05-15,68
2015-05-16,68
2015-05-17,42
2015-05-18,45
2015-05-19,67
2015-05-20,59
2015-05-21,38
2015-05-22,38
2015-05-23,30
2015-05-24,30
2015-06-12,61
2015-06-13,26
2015-06-14,29
2015-06-15,30
2015-06-17,46
2015-06-18,46
2015-06-20,30
2015-06-21,25
2015-06-22,25
2015-06-24,61
2015-06-25,42
2015-06-26,45
2015-06-27,42
2015-06-28,64
2015-06-29,63
2015-06-30,63
2015-07-01,67
2015-01-02,208
2015-01-15,122
2015-01-16,127
2015-01-17,91
2015-01-18,72
2015-01-19,74
2015-01-25,25
2015-01-29,124
2015-01-31,61
2015-02-01,65
2015-02-04,117
2015-02-05,65
2015-02-06,55
2015-02-07,50
2015-02-08,68
2015-02-09,89
2015-02-10,85
2015-02-11,142
2015-02-12,160
2015-02-14,181
2015-02-15,151
2015-02-16,57
2015-02-17,57
2015-02-18,59
2015-02-19,151
2015-02-20,161
2015-02-21,161
2015-02-22,129
2015-02-23,50
2015-02-26,93
2015-02-27,70
2015-02-28,95
2015-03-01,102
2015-03-02,97
2015-03-03,93
2015-03-04,57
2015-03-05,82
2015-03-06,30
2015-03-07,74
2015-03-08,72
2015-03-09,93
2015-03-10,119
2015-03-11,154
2015-03-12,162
2015-03-13,154
2015-03-14,132
2015-03-15,97
2015-03-16,89
2015-03-17,57
2015-03-18,50
2015-03-19,89
2015-03-20,132
2015-03-21,159
2015-03-22,153
2015-03-23,65
2015-03-24,70
2015-03-25,97
2015-03-26,42
2015-03-27,57
2015-03-28,46
2015-03-29,50
2015-03-30,74
2015-03-31,74
2015-04-01,46
2014-10-08,87
2014-10-09,80
2014-10-10,78
2014-10-11,98
2014-10-12,93
2014-10-13,69
2014-10-14,43
2014-10-15,52
2014-10-16,54
2014-10-17,67
2014-10-18,84
2014-10-19,68
2014-10-20,79
2014-10-21,92
2014-10-22,106
2014-10-23,107
2014-10-25,74
2014-10-26,63
2014-10-27,91
2014-10-28,96
2014-10-29,102
2014-10-30,122
2014-10-31,152
2014-11-01,158
2014-11-02,157
2014-11-03,144
2014-11-04,117
2014-11-05,89
2014-11-06,46
2014-11-07,59
2014-11-08,82
2014-11-09,80
2014-11-10,74
2014-11-11,50
2014-11-12,38
2014-11-13,50
2014-11-14,59
2014-11-15,68
2014-11-16,30
2014-11-17,57
2014-11-18,74
2014-11-20,93
2014-11-21,95
2014-11-22,93
2014-11-23,93
2014-11-27,87
2014-11-28,74
2014-11-29,53
2014-11-30,55
2014-12-01,53
2014-12-02,38
2014-12-03,65
2014-12-04,50
2014-12-05,74
2014-12-06,85
2014-12-07,76
2014-12-08,82
2014-12-09,70
2014-12-10,70
2014-12-11,95
2014-12-12,127
2014-12-13,153
2014-12-14,154
2014-12-15,156
2014-12-16,149
2014-12-17,78
2014-12-18,119
2014-12-19,124
2014-12-20,153
2014-12-21,137
2014-12-22,102
2014-12-23,117
2014-12-24,154
2014-12-25,152
2014-12-26,122
2014-12-27,102
2014-12-28,85
2014-12-29,95
2014-07-11,85
2014-07-12,85
2018-07-02, 
2018-07-03, 
2018-07-17, 
2018-08-12, 
2018-08-13, 
2018-05-24, 
2018-05-25, 
2018-05-30, 
2018-05-31, 
2018-06-01, 
2018-06-02, 
2018-06-30, 
2018-07-01, 
2016-04-01, 
2016-01-05, 
2016-01-11, 
2016-01-12, 
2016-01-14, 
2016-01-15, 
2016-01-25, 
2016-01-26, 
2016-01-27, 
2016-01-28, 
2016-01-29, 
2016-02-01, 
2016-02-02, 
2016-02-03, 
2016-02-05, 
2016-03-07, 
2016-03-08, 
2016-03-16, 
2016-03-17, 
2016-03-18, 
2016-03-21, 
2016-03-22, 
2016-03-23, 
2015-10-15, 
2015-11-06, 
2015-11-09, 
2015-11-10, 
2015-11-11, 
2015-11-12, 
2015-11-13, 
2015-11-16, 
2015-11-17, 
2015-11-28, 
2015-12-14, 
2015-12-16, 
2016-01-01, 
2016-01-03, 
2015-07-28, 
2015-07-29, 
2015-08-04, 
2015-08-18, 
2015-08-19, 
2015-08-20, 
2015-08-21, 
2015-08-27, 
2015-04-20, 
2015-04-21, 
2015-04-25, 
2015-04-28, 
2015-05-05, 
2015-05-06, 
2015-05-07, 
2015-05-08, 
2015-05-10, 
2015-05-25, 
2015-05-26, 
2015-05-27, 
2015-05-28, 
2015-05-29, 
2015-05-30, 
2015-05-31, 
2015-06-01, 
2015-06-02, 
2015-06-03, 
2015-06-04, 
2015-06-05, 
2015-06-06, 
2015-06-07, 
2015-06-08, 
2015-06-09, 
2015-06-10, 
2015-06-11, 
2015-06-16, 
2015-06-19, 
2015-06-23, 
2015-01-01, 
2015-01-03, 
2015-01-04, 
2015-01-05, 
2015-01-06, 
2015-01-07, 
2015-01-08, 
2015-01-09, 
2015-01-10, 
2015-01-11, 
2015-01-12, 
2015-01-13, 
2015-01-20, 
2015-01-21, 
2015-01-22, 
2015-01-23, 
2015-01-24, 
2015-01-26, 
2015-01-27, 
2015-01-28, 
2015-01-30, 
2015-02-02, 
2015-02-03, 
2015-02-13, 
2015-02-24, 
2015-02-25, 
2014-10-07, 
2014-10-24, 
2014-11-19, 
2014-11-24, 
2014-11-25, 
2014-11-26, 
2014-07-10, 
2014-06-11, 
2014-06-12, 
