date, pm25
2016-04-01,73
2015-10-02,38
2015-10-03,6
2015-10-04,20
2015-10-05,33
2015-10-06,52
2015-10-07,71
2015-10-08,35
2015-10-09,63
2015-10-10,57
2015-10-11,42
2015-10-12,42
2015-10-13,64
2015-10-14,55
2015-10-15,56
2015-10-16,42
2015-10-17,25
2015-10-18,55
2015-10-19,79
2015-10-20,65
2015-10-21,93
2015-10-22,116
2015-10-23,83
2015-10-24,96
2015-10-25,116
2015-10-26,79
2015-10-27,81
2015-10-28,68
2015-10-29,30
2015-10-30,30
2015-10-31,25
2015-11-01,70
2015-11-02,65
2015-11-03,57
2015-11-04,34
2015-11-05,42
2015-11-06,57
2015-11-07,63
2015-11-08,65
2015-11-09,55
2015-11-10,78
2015-11-11,97
2015-11-12,102
2015-11-13,76
2015-11-14,68
2015-11-15,89
2015-11-16,70
2015-11-17,42
2015-11-18,80
2015-11-19,80
2015-11-20,99
2015-11-21,89
2015-11-22,50
2015-11-23,25
2015-11-24,55
2015-11-25,34
2015-11-26,76
2015-11-27,55
2015-11-29,59
2015-11-30,82
2015-12-01,87
2015-12-02,57
2015-12-03,72
2015-12-04,85
2015-12-05,114
2015-12-06,171
2015-12-07,155
2015-12-08,134
2015-12-09,76
2015-12-10,50
2015-12-11,50
2015-12-12,59
2015-12-13,70
2015-12-14,76
2015-12-15,63
2015-12-16,59
2015-12-17,74
2015-12-18,61
2015-12-19,70
2015-12-20,70
2015-12-21,55
2015-12-22,68
2015-12-23,59
2015-12-24,38
2015-12-25,74
2015-12-26,50
2015-12-27,38
2015-12-28,38
2015-12-29,46
2015-12-30,57
2016-01-02,127
2016-01-03,102
2016-01-04,61
2015-07-02,79
2015-07-03,74
2015-07-04,72
2015-07-05,61
2015-07-06,67
2015-07-07,77
2015-07-08,79
2015-07-09,70
2015-07-10,55
2015-07-11,50
2015-07-12,54
2015-07-13,60
2015-07-14,61
2015-07-15,67
2015-07-16,71
2015-07-17,72
2015-07-18,63
2015-07-19,53
2015-07-20,54
2015-07-21,56
2015-07-22,58
2015-07-23,53
2015-07-24,53
2015-07-25,53
2015-07-26,46
2015-07-27,46
2015-07-28,46
2015-07-30,46
2015-07-31,49
2015-08-01,46
2015-08-02,42
2015-08-03,25
2015-08-04,25
2015-08-06,59
2015-08-07,60
2015-08-08,57
2015-08-09,57
2015-08-14,70
2015-08-15,63
2015-08-16,22
2015-08-17,17
2015-08-18,24
2015-08-19,29
2015-08-20,25
2015-08-21,33
2015-08-22,52
2015-08-23,53
2015-08-24,54
2015-08-25,46
2015-08-26,30
2015-08-27,30
2015-08-28,50
2015-08-29,50
2015-08-30,52
2015-08-31,46
2015-09-01,54
2015-09-02,58
2015-09-03,53
2015-09-04,53
2015-09-05,42
2015-09-06,42
2015-09-07,30
2015-09-08,33
2015-09-09,56
2015-09-10,57
2015-09-11,58
2015-09-12,71
2015-09-13,81
2015-09-14,54
2015-09-15,30
2015-09-16,41
2015-09-17,52
2015-09-18,54
2015-09-19,34
2015-09-20,30
2015-09-21,25
2015-09-22,29
2015-09-23,70
2015-09-24,65
2015-09-25,26
2015-09-26,21
2015-09-27,71
2015-09-28,77
2015-09-29,59
2015-09-30,31
2015-10-01,49
2015-04-02,37
2015-04-03,49
2015-04-04,93
2015-04-05,71
2015-04-06,35
2015-04-07,37
2015-04-08,34
2015-04-09,30
2015-04-10,72
2015-04-11,107
2015-04-12,66
2015-04-13,69
2015-04-14,59
2015-04-15,59
2015-04-16,81
2015-04-17,70
2015-04-18,63
2015-04-19,53
2015-04-20,30
2015-04-21,30
2015-04-22,33
2015-04-23,52
2015-04-24,54
2015-04-25,53
2015-04-26,76
2015-04-27,86
2015-04-28,47
2015-04-29,25
2015-04-30,45
2015-05-01,52
2015-05-02,62
2015-05-03,63
2015-05-04,46
2015-05-05,60
2015-05-06,81
2015-05-07,72
2015-05-08,55
2015-05-09,58
2015-05-10,35
2015-05-11,37
2015-05-12,54
2015-05-13,80
2015-05-14,70
2015-05-15,77
2015-05-16,59
2015-05-17,35
2015-05-18,45
2015-05-19,60
2015-05-20,59
2015-05-21,46
2015-05-22,25
2015-05-23,21
2015-05-24,29
2015-05-25,25
2015-05-26,33
2015-05-27,30
2015-05-28,37
2015-05-29,70
2015-05-30,72
2015-05-31,63
2015-06-01,59
2015-06-02,55
2015-06-03,55
2015-06-04,58
2015-06-05,57
2015-06-06,57
2015-06-07,58
2015-06-08,42
2015-06-09,38
2015-06-10,38
2015-06-11,54
2015-06-12,38
2015-06-13,41
2015-06-14,21
2015-06-15,37
2015-06-16,38
2015-06-17,30
2015-06-18,30
2015-06-19,49
2015-06-20,46
2015-06-21,46
2015-06-22,30
2015-06-23,30
2015-06-24,57
2015-06-25,42
2015-06-26,52
2015-06-27,53
2015-06-28,62
2015-06-29,63
2015-06-30,71
2015-07-01,77
2015-01-02,104
2015-01-03,76
2015-01-04,70
2015-01-05,30
2015-01-06,34
2015-01-07,53
2015-01-08,107
2015-01-09,122
2015-01-10,70
2015-01-11,17
2015-01-12,25
2015-01-13,55
2015-01-14,59
2015-01-15,57
2015-01-16,82
2015-01-17,97
2015-01-18,53
2015-01-19,53
2015-01-20,63
2015-01-21,89
2015-01-22,42
2015-01-23,46
2015-01-24,17
2015-01-25,42
2015-01-26,25
2015-01-27,46
2015-01-28,53
2015-01-29,30
2015-01-30,70
2015-01-31,70
2015-02-01,42
2015-02-02,21
2015-02-03,30
2015-02-04,91
2015-02-05,59
2015-02-06,30
2015-02-07,21
2015-02-08,38
2015-02-09,46
2015-02-10,38
2015-02-11,42
2015-02-12,70
2015-02-13,97
2015-02-14,163
2015-02-15,142
2015-02-16,78
2015-02-17,38
2015-02-18,34
2015-02-19,95
2015-02-20,72
2015-02-21,82
2015-02-22,76
2015-02-23,30
2015-02-24,55
2015-02-25,42
2015-02-26,30
2015-02-27,42
2015-02-28,59
2015-03-01,57
2015-03-02,63
2015-03-03,72
2015-03-04,42
2015-03-05,74
2015-03-06,30
2015-03-07,38
2015-03-08,55
2015-03-09,61
2015-03-10,78
2015-03-11,93
2015-03-12,68
2015-03-13,142
2015-03-14,124
2015-03-15,91
2015-03-16,63
2015-03-17,25
2015-03-18,21
2015-03-19,57
2015-03-20,87
2015-03-21,139
2015-03-22,134
2015-03-23,53
2015-03-24,46
2015-03-25,78
2015-03-26,25
2015-03-27,30
2015-03-28,34
2015-03-29,42
2015-03-30,38
2015-03-31,30
2015-04-01,25
2014-10-07,59
2014-10-08,81
2014-10-09,84
2014-10-10,76
2014-10-11,76
2014-10-12,81
2014-10-13,76
2014-10-14,43
2014-10-15,42
2014-10-16,49
2014-10-17,60
2014-10-18,79
2014-10-19,68
2014-10-20,77
2014-10-21,76
2014-10-22,96
2014-10-23,54
2014-10-24,38
2014-10-25,45
2014-10-26,70
2014-10-27,95
2014-10-28,108
2014-10-29,107
2014-10-30,89
2014-10-31,139
2014-11-01,151
2014-11-02,107
2014-11-03,61
2014-11-04,109
2014-11-05,74
2014-11-06,38
2014-11-07,50
2014-11-08,42
2014-11-09,34
2014-11-10,50
2014-11-11,38
2014-11-12,34
2014-11-13,42
2014-11-14,30
2014-11-15,50
2014-11-16,34
2014-11-17,53
2014-11-18,50
2014-11-19,55
2014-11-20,38
2014-11-21,55
2014-11-22,82
2014-11-23,93
2014-11-24,78
2014-11-25,95
2014-11-28,57
2014-11-29,21
2014-11-30,17
2014-12-01,17
2014-12-02,25
2014-12-03,55
2014-12-04,53
2014-12-05,53
2014-12-06,46
2014-12-07,25
2014-12-08,55
2014-12-09,46
2014-12-10,50
2014-12-11,30
2014-12-12,59
2014-12-13,57
2014-12-14,61
2014-12-15,57
2014-12-16,57
2014-12-17,34
2014-12-18,42
2014-12-19,46
2014-12-20,61
2014-12-21,76
2014-12-22,53
2014-12-23,70
2014-12-24,97
2014-12-25,89
2014-12-26,70
2014-12-27,34
2014-12-28,63
2014-12-29,57
2014-07-11,82
2014-07-12,82
2014-06-11,59
2014-06-12,59
2020-05-07, 
2020-05-08, 
2020-05-09, 
2020-05-10, 
2020-05-11, 
2020-05-12, 
2020-03-03, 
2020-02-08, 
2020-02-09, 
2020-02-10, 
2020-02-11, 
2020-02-12, 
2020-02-13, 
2020-02-14, 
2020-02-15, 
2020-02-16, 
2020-02-17, 
2020-02-18, 
2020-02-19, 
2020-02-20, 
2020-02-21, 
2020-02-22, 
2020-02-23, 
2020-02-24, 
2020-01-02, 
2019-11-21, 
2019-12-28, 
2019-12-29, 
2019-08-23, 
2019-08-24, 
2019-08-25, 
2019-08-26, 
2019-08-27, 
2019-08-28, 
2019-08-29, 
2019-08-30, 
2019-08-31, 
2019-09-01, 
2019-09-02, 
2019-09-03, 
2019-09-04, 
2019-09-05, 
2019-09-06, 
2019-09-07, 
2019-09-08, 
2019-09-09, 
2019-09-10, 
2019-09-11, 
2019-09-12, 
2019-09-13, 
2019-09-14, 
2019-09-15, 
2019-09-16, 
2019-09-17, 
2019-09-24, 
2019-06-25, 
2019-06-26, 
2019-06-27, 
2019-01-01, 
2019-03-16, 
2019-03-17, 
2018-09-07, 
2018-09-10, 
2018-09-18, 
2018-06-24, 
2018-02-06, 
2018-02-07, 
2018-02-08, 
2017-12-31, 
2017-07-04, 
2017-09-09, 
2017-05-09, 
2017-01-03, 
2017-01-04, 
2017-01-05, 
2017-01-06, 
2017-01-07, 
2017-01-08, 
2017-01-09, 
2017-01-21, 
2017-01-25, 
2017-01-26, 
2017-01-27, 
2016-10-06, 
2016-10-07, 
2016-10-14, 
2016-12-18, 
2016-12-19, 
2016-12-20, 
2016-12-21, 
2016-12-22, 
2016-12-23, 
2016-12-24, 
2016-12-25, 
2016-12-28, 
2016-12-30, 
2017-01-01, 
2016-07-27, 
2016-07-28, 
2016-08-06, 
2016-01-12, 
2016-01-13, 
2016-03-11, 
2016-03-14, 
2016-03-16, 
2015-11-28, 
2016-01-01, 
2015-07-29, 
2015-08-05, 
2015-08-10, 
2015-08-11, 
2015-08-12, 
2015-08-13, 
2015-01-01, 
2014-10-06, 
2014-11-26, 
2014-11-27, 
2014-07-10, 
2014-06-10, 
